_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
51421,0009N00137050200,941 PENN AVE UNIT 502,2009,2009-07-15,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99672922927327,40.444487745116646
51422,0009N00137060100,941 PENN AVE UNIT 601,2009,2009-07-15,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99674687912685,40.44443660888978
51423,0009N00137060200,941 PENN AVE UNIT 602,2009,2009-07-15,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99670975222931,40.444444395232736
51424,0009N00137080100,941 PENN AVE UNIT 801,2009,2009-07-15,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99670940442213,40.44435420769005
51425,0139F00075000000,171 AIDAN CT,,2009-07-20,ACT42 RESIDENTIAL,3,86750,Brookline,4,32,4,Southern,Emerald,6,4-25,-80.01057690562655,40.381404748864654
51426,0088E00198000000,724 HAZELWOOD AVE,,2019-02-26,COMMERCIAL LERTA,5,50000,Greenfield,5,15,3,Eastern,Frick,4,2-12,-79.93171457225235,40.41960341167824
51427,0025N00101000000,2550 SMALLMAN ST,,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97961225589486,40.45495536948948
51428,0025N0010100A100,2552 SMALLMAN ST,,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97969401273701,40.45506353807673
51429,0025N0010100A200,2550 SMALLMAN ST,2023,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97973556659898,40.455032680369456
51430,0025N00101020100,2554 SMALLMAN ST UNIT 201,2022,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97971777526385,40.45501837377783
51431,0025N00101020300,2554 SMALLMAN ST UNIT 203,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97965730466937,40.45503315413335
51432,0025N00101020400,2554 SMALLMAN ST UNIT 204,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97969945431579,40.45500302311324
51433,0025N00101020500,2554 SMALLMAN ST UNIT 205,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97969974483678,40.45497399719597
51434,0025N00101020600,2554 SMALLMAN ST UNIT 206,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9796579395147,40.45500443331451
51435,0025N00101030100,2554 SMALLMAN ST UNIT 301,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97961995454004,40.45500322123891
51436,0025N00101030200,2554 SMALLMAN ST UNIT 302,2022,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97966148527658,40.45497235297911
51437,0025N00101030300,2554 SMALLMAN ST UNIT 303,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97964243278747,40.45495682415109
51438,0025N00101030400,2554 SMALLMAN ST UNIT 304,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97960050831719,40.454987464961015
51439,0025N00101030500,2554 SMALLMAN ST UNIT 305,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97958188161584,40.45497168188923
51440,0025N00101030600,2554 SMALLMAN ST UNIT 306,2022,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97962430636451,40.45494133243519
51441,0025N00101030700,2554 SMALLMAN ST UNIT 307,2022,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9796063820399,40.454926325223845
51442,0025N00101040100,2554 SMALLMAN ST UNIT 401,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97956407932888,40.45495688263759
51443,0025N00101040200,2554 SMALLMAN ST UNIT 402,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97954668150781,40.45494259478407
51444,0025N00101040300,2554 SMALLMAN ST UNIT 403,2022,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97958865968873,40.45491192570053
51445,0025N00101040400,2554 SMALLMAN ST UNIT 404,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97957142076785,40.45489789219454
51446,0025N00101040500,2554 SMALLMAN ST UNIT 405,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97952986675493,40.454928749780514
51447,0025N00101040600,2554 SMALLMAN ST UNIT 406,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9795117846919,40.45491414763437
51448,0025N00101040700,2554 SMALLMAN ST UNIT 407,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97955370933563,40.454883506891214
51449,0025N00101050100,2554 SMALLMAN ST UNIT 501,2022,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97953558295296,40.45486801516588
51450,0025N00101050200,2554 SMALLMAN ST UNIT 502,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97949315810733,40.45489836446173
51451,0025N00101050300,2554 SMALLMAN ST UNIT 503,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97947535594723,40.45488356487171
51452,0025N00101050400,2554 SMALLMAN ST UNIT 504,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9795176586676,40.4548530079409
51453,0025N00101050500,2554 SMALLMAN ST UNIT 505,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97950048803126,40.45483878325924
51454,0025N00101050600,2554 SMALLMAN ST UNIT 506,2021,2019-02-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97945815103611,40.45486941260977
51455,0049E00056000000,170 LODI WAY,2020,2019-02-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96514211642241,40.46795087106635
51456,0049R00242000000,3949 LIBERTY AVE,2019,2019-02-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.95765431764553,40.46302137761148
51457,0080H00121000000,606 52ND ST,,2019-02-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95203531138635,40.478454135787416
51458,0080H00123000000,604 52ND ST,2020,2019-02-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95208723937196,40.478479990985115
51459,0080K00188000000,32 48TH ST,,2019-02-11,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-5,-79.95865591875202,40.47630687544908
51460,0013C00232000000,2421 BURHAM ST,2022,2019-02-04,ACT42 RESIDENTIAL,3,86750,South Side Slopes,3,16,3,Southern,Schenley,3,4-22,-79.97158186218473,40.42138264301928
51461,0047S00121000000,1630 HARPSTER ST,,2019-02-15,ACT42 RESIDENTIAL,3,86750,Troy Hill,1,24,1,Northern,Riverview,1,1-2,-79.98408481259413,40.4645637777042
51462,0049B00198000200,4413 BUTLER ST UNIT 2,,2011-01-03,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95974847427304,40.47199711584704
51463,0006K00276000000,415 SHALER ST,2018,2011-01-18,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02572937008979,40.43652466527355
51464,0006K00277000000,421 SHALER ST,2013,2011-01-18,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02578015930428,40.436451699867355
51465,0084D00270000000,6314 BROAD ST,,2024-06-05,CHAPTER 267 BASE,3,125000,East Liberty,9,11,2,Central,Highland,5,3-10,-79.91848392466262,40.46031262965268
51466,0056C00239000000,341 FLOWERS AVE,,2024-06-11,CHAPTER 265 BASE,3,175000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.93949580466642,40.41175997380028
51467,0056C00240000000,337 FLOWERS AVE,,2024-06-11,CHAPTER 265 BASE,3,175000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.93959462777347,40.41171750527093
51468,0056C00241000000,333 FLOWERS AVE,,2024-06-11,CHAPTER 265 BASE,3,175000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.93968504029903,40.41167055719389
51469,0174A00223000000,7035 HERMITAGE ST,,2021-05-04,CHAPTER 265 BASE,3,175000,Homewood North,9,13,2,Eastern,Eastern,5,3-18,-79.89859955042093,40.46117669471644
51470,0003N00246000000,247 ZUZU CIR,,2021-05-04,CHAPTER 265 ENHANCED,10,250000,Allentown,3,18,4,Southern,Western,3,4-5,-79.99650109889774,40.42535818052755
51471,0003N00247000000,249 ZUZU CIR,,2021-05-04,CHAPTER 265 ENHANCED,10,250000,Allentown,3,18,4,Southern,Western,3,4-5,-79.9963782301847,40.42524734468722
51472,0028J00097000000,3333 FORBES AVE,,2015-06-09,LOCAL ECONOMIC STIMULUS,10,250000,South Oakland,6,4,3,Central,Schenley,4,2-14,-79.96273199606765,40.438019926133975
51473,0028J00097000100,3333 FORBES AVE,2017,2015-06-04,RESIDENTIAL LERTA,10,150000,South Oakland,6,4,3,Central,Schenley,4,2-14,-79.96288573190756,40.43811375233086
51474,0028J00097000100,3333 FORBES AVE,2017,2015-06-04,LOCAL ECONOMIC STIMULUS,10,250000,South Oakland,6,4,3,Central,Schenley,4,2-14,-79.96288573190756,40.43811375233086
51475,0028J00097000200,3333 FORBES AVE,2017,2015-06-04,RESIDENTIAL LERTA,10,150000,South Oakland,6,4,3,Central,Schenley,4,2-14,-79.96278129635776,40.438032461615286
51476,0028J00097000200,3333 FORBES AVE,2017,2015-06-04,LOCAL ECONOMIC STIMULUS,10,250000,South Oakland,6,4,3,Central,Schenley,4,2-14,-79.96278129635776,40.438032461615286
51477,0028J00097000300,3335 FORBES AVE,2017,2015-06-04,LOCAL ECONOMIC STIMULUS,10,250000,South Oakland,6,4,3,Central,Schenley,4,2-14,-79.9626791347563,40.437948574412886
51478,0028J00097000300,3335 FORBES AVE,2017,2015-06-04,RESIDENTIAL LERTA,10,150000,South Oakland,6,4,3,Central,Schenley,4,2-14,-79.9626791347563,40.437948574412886
51479,0004M00066000000,405 KAMBACH ST,2018,2015-06-04,ACT42 RESIDENTIAL,3,86750,Mount Washington,3,18,4,Southern,Emerald,3,4-5,-79.99959360429108,40.42638475381967
51480,0006J00025000000,426 BRADLEY ST,2017,2015-06-29,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02906986443706,40.43724365461466
51481,0006J00027000000,420 BRADLEY ST,2017,2015-06-29,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02904207551,40.43733318948852
51482,0023G00040000A00,1515 BOYLE ST,2017,2015-06-01,ACT42 RESIDENTIAL,3,86750,Central Northside,6,25,1,Northern,Riverview,1,1-6,-80.00693834401235,40.45888092046716
51483,0027B00353000000,819 SHAWNEE ST,,2023-12-19,CHAPTER 265 BASE,3,175000,Upper Hill,6,5,3,Central,Schenley,2,2-22,-79.96040600318574,40.45092045460597
51484,0009N00137000000,941 PENN AVE,,2008-05-19,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9967474118884,40.44448878149207
51485,0012L00339000000,2418 JANE ST,2015,2008-05-05,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,16,4,Southern,Schenley,3,4-24,-79.97103498809697,40.42608367739612
51486,0001D00173019A00,550 MARKET  ST UNIT 19A,2015,2015-12-08,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-80.00166910184448,40.441396981825285
51487,0010R00154000000,2297 CENTRE AVE,,2015-12-09,COMMERCIAL LERTA,5,50000,Middle Hill,6,5,3,Central,Schenley,2,2-5,-79.97392986102889,40.445385872705415
51488,0009G00096000000,1601 PENN AVE,2016,2015-12-09,COMMERCIAL LERTA,5,50000,Strip District,7,2,6,Central,Highland,2,2-3,-79.98753907255075,40.4490871096561
51489,0025J00160000000,2555 SMALLMAN ST,2017,2015-12-17,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-25,-79.9800062330942,40.45541292858616
51490,0025J00160000000,2555 SMALLMAN ST,2017,2015-12-17,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,2,6,Central,Highland,2,2-25,-79.9800062330942,40.45541292858616
51491,0049J00299000000,234 38TH ST,2017,2015-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96353553896003,40.465979907696
51492,0080H00286000000,5211 STANTON AVE,2017,2015-12-15,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95019359671817,40.47794152716824
51493,0083C00004000000,824 MELLON ST,2017,2015-12-29,ACT42 RESIDENTIAL,3,86750,Highland Park,7,11,2,Central,Highland,5,3-9,-79.92422906956428,40.471741510626806
51494,0088M00038000000,1684 SHELBURNE LN,2017,2015-12-08,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.91954491306038,40.41656500104296
51495,0003N00245000000,237 ZUZU CIR,,2015-12-07,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99662636008945,40.42542621281376
51496,0049N00316000000,3628 MINTWOOD ST,2014,2014-05-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96306289216531,40.463234554286
51497,0080H00141000000,5222 HOLMES ST,2015,2014-05-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95146947636093,40.47924999934655
51498,0120N00210000000,5614 DUNCAN ST,,2014-05-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94562886498579,40.48303239190812
51499,0024J00308000000,813 TRIPOLI ST,2013,2009-12-08,ACT42 RESIDENTIAL,3,86750,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99701901281361,40.45647532958113
51500,0001H00327040200,306 4TH AVE UNIT 402,2011,2009-12-22,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.001121899517,40.43922999872856
51501,0001H00327160200,306 4TH AVE UNIT 1602,2011,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00109794739734,40.439070397772056
51502,0001H00327160300,306 4TH AVE UNIT 1603,2016,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00110920987022,40.4390532174657
51503,0001H00327160400,306 4TH AVE UNIT 1604,,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00116060505488,40.43907288682758
51504,0001H00327170100,306 4TH AVE UNIT 1701,2018,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00121199964809,40.43909255581894
51505,0001H00327180100,306 4TH AVE UNIT 1801,2014,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00131478981378,40.43913189435595
51506,0001H00327180200,306 4TH AVE UNIT 1802,2015,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00132605570691,40.439114726043215
51507,0001H00327180300,306 4TH AVE UNIT 1803,2013,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00127464956876,40.439095073809625
51508,0001H00327190100,306 4TH AVE UNIT 1901,2013,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.0012232429803,40.439075421442816
51509,0001H00327190200,306 4TH AVE UNIT 1902,,2009-12-23,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00117183673981,40.439055769306144
51510,0001H00327080100,306 4TH AVE UNIT 801,2012,2009-12-30,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00124721530298,40.43923497631333
51511,0027M00044000B00,4420 BAYARD ST,2017,2013-04-24,RESIDENTIAL LERTA,10,150000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.95343573016717,40.44736436814034
51512,0088H00216000000,1605 BILTMORE LN,2018,2013-04-09,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.9198980004964,40.41912792223869
51513,0022G00222000000,1207 COLUMBUS AVE,2014,2013-04-09,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02392396538195,40.45811518362873
51514,0022G00236000000,1236 JUNIATA ST,2014,2013-04-09,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.0246447798658,40.45756865670362
51515,0022G00240000000,1228 JUNIATA ST,2014,2013-04-09,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02438336954262,40.45761482480665
51516,0083H00154000000,6031 SAINT MARIE ST,2018,2016-08-04,ACT42 RESIDENTIAL,3,86750,East Liberty,9,11,2,Central,Highland,5,3-8,-79.92003114674893,40.46883364792838
51517,0175J00200000000,211 S BRADDOCK AVE,2017,2016-08-24,ACT42 RESIDENTIAL,3,86750,Point Breeze,9,14,3,Eastern,Frick,4,3-14,-79.89548501215694,40.44552659095441
51518,0027D00060000000,4500 CENTRE AVE,2019,2016-08-30,RESIDENTIAL LERTA,10,150000,North Oakland,8,4,3,Central,Schenley,4,2-9,-79.95259993106987,40.4513898314334
51519,0022K00374000000,1310 LIVERPOOL ST,,2016-08-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.0256483872628,40.45541733492631
51520,0080P00319000000,190 HOME ST,,2022-07-15,CHAPTER 265 ENHANCED,10,250000,Central Lawrenceville,7,9,2,Central,Northeast,2,3-3,-79.95891118464115,40.473600415044814
51521,0080P00321000000,188 HOME ST,,2022-07-15,CHAPTER 265 ENHANCED,10,250000,Central Lawrenceville,7,9,2,Central,Northeast,2,3-3,-79.95896677226982,40.47366447237911
51522,0080P00323000000,186 HOME ST,,2022-07-15,CHAPTER 265 ENHANCED,10,250000,Central Lawrenceville,7,9,2,Central,Northeast,2,3-3,-79.95901814170618,40.47370181013441
51523,0082M00187000000,5816 BRYANT ST,,2022-07-15,CHAPTER 265 ENHANCED,10,250000,Highland Park,7,11,2,Central,Northeast,5,3-9,-79.92016791878393,40.475695525621134
51524,0088M00112000000,1637 PARKVIEW BLVD,2019,2014-06-09,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.9189799110467,40.417473592713485
51525,0088M00152000000,244 BEARDSLEY LN,2019,2014-06-09,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.91972386890195,40.418729479461206
51526,0048S00195000000,189 34TH ST,2015,2014-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96768003568806,40.462993588438586
51527,0024N00303000000,614 LOCKHART ST,2014,2014-06-30,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-20,-79.99832363566739,40.45291347817914
51528,0084M00130000B00,6454 LIVING PL,2017,2013-08-30,LOCAL ECONOMIC STIMULUS,10,250000,Shadyside,8,7,2,Eastern,Frick,4,3-13,-79.91781951033931,40.45639052280004
51529,0084M00206000000,6480 LIVING PL,,2013-08-30,LOCAL ECONOMIC STIMULUS,10,250000,Shadyside,8,7,2,Eastern,Frick,4,3-13,-79.91683236492723,40.45569508336784
51530,0088M00142000000,1620 BILTMORE LN,2018,2013-08-08,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.92047438586435,40.418514859132635
51531,0175B00140000000,7521 SUSQUEHANNA ST,2014,2009-11-04,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89286463876456,40.45180552367837
51532,0175B00143000000,7527 SUSQUEHANNA ST,2013,2009-11-04,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89272968240611,40.4517519053044
51533,0175B00186000000,7526 SUSQUEHANNA ST,2013,2009-11-04,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89310499052142,40.45148552525857
51534,0175B00189000000,7508 SUSQUEHANNA ST,2010,2009-11-04,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood South,9,13,2,Eastern,Frick,5,3-17,-79.89348978478591,40.451636727981885
51535,0009N00079000100,806 PENN AVE UNIT 1,2013,2009-11-04,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99894385114774,40.443337103448414
51536,0009N00079000200,806 PENN AVE UNIT 2,2012,2009-11-04,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99893228233334,40.443339789668165
51537,0009N00079000300,806 PENN AVE UNIT 3,2012,2009-11-04,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99892109137889,40.44334327507868
51538,0009N00079000400,806 PENN AVE UNIT 4,2013,2009-11-04,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9989096725027,40.44334632380468
51539,0009N00079000500,806 PENN AVE UNIT 5,2012,2009-11-04,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99889810232675,40.443349048682926
51540,0009N00079000600,806 PENN AVE,2012,2009-11-04,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9988872800795,40.44335148015329
51541,0001H00327020100,306 4TH AVE UNIT 201,2010,2009-11-20,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00121342781696,40.43928651764509
